"Id","Hash","System","Subsystem","File","Name","Genre","Developer","Year","Players"
"40426","0x97a182a8","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cadash.zip","Cadash","?","?","19XX","2"
"40434","0xc458b74e","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/calorie.zip","Calorie Kun vs Moguranian","?","?","19XX","2"
"40436","0x71426de0","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cameltry.zip","Cameltry","?","?","19XX","2"
"600047","0xec04c8e8","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/candy.zip","Candy Candy","?","?","19XX","1"
"150698","0xc3a8e3c3","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cannball.zip","Cannon Ball","?","?","19XX","1"
"40440","0x13e46e06","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/canvas.zip","Canvas Croquis","?","?","19XX","2"
"40441","0xe53d686c","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/canyon.zip","Canyon Bomber","?","?","19XX","2"
"40467","0x3e6b1704","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cavenger.zip","Cosmic Avenger","?","?","19XX","2"
"40477","0x1e186e4d","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cbuster.zip","Two Crude","?","?","19XX","2"
"40504","0x678ce88e","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cgangpzl.zip","Cosmo Gang the Puzzle","?","?","19XX","2"
"149602","0x8dcc9c","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chainrec.zip","Chain Reaction","?","?","19XX","1"
"40510","0x798e2c6","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chaknpop.zip","Chack'n Pop","?","?","19XX","2"
"40513","0x3d022f0c","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chameleo.zip","Chameleon","?","?","19XX","2"
"40517","0xe5d884ca","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/champwr.zip","Champion Wrestler","?","?","19XX","2"
"40521","0xe1f7de94","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/changes.zip","Changes","?","?","19XX","2"
"40523","0xd37692a8","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/charlien.zip","Charlie Ninja","?","?","19XX","2"
"40529","0x247e2732","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/cheesech.zip","Cheese Chase","?","?","19XX","2"
"40530","0x3b2a9755","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chelnov.zip","Chelnov - Atomic Runner","?","?","19XX","2"
"40537","0xdd349aa2","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chimerab.zip","Chimera Beast","?","?","19XX","2"
"150542","0xfbcfa3ef","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chinagat.zip","China Gate","?","?","19XX","2"
"40539","0x455f26b","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chinatwn.zip","China Town","?","?","19XX","2"
"40547","0x57a8604f","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chokchok.zip","Choky! Choky!","?","?","19XX","2"
"40549","0x45f30a01","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/choplift.zip","Choplifter","?","?","1985","2"
"40556","0x3a5d9f8f","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/chukatai.zip","Chuka Taisen","?","?","19XX","2"
"40564","0xd185566a","arcade","fbneo","/roms/arcade/fbneo/Horizontal Games/citycon.zip","City Connection","?","?","19XX","2"
